NODE_1_length_938395_cov_12.042308	CP014529.1	99.99	938395	75	2	1	938395	938394	13	0.0	1.732e+06
NODE_1_length_938395_cov_12.042308	CP014529.1	99.23	6715	47	4	149344	156055	2252710	2259422	0.0	12107
NODE_1_length_938395_cov_12.042308	CP014529.1	99.78	5450	9	3	530853	536300	2741660	2747108	0.0	9995
NODE_1_length_938395_cov_12.042308	CP014529.1	99.65	5462	16	3	530853	536312	943756	938296	0.0	9978
NODE_1_length_938395_cov_12.042308	CP014529.1	99.60	5463	19	3	530809	536270	2415163	2420623	0.0	9963
NODE_1_length_938395_cov_12.042308	CP014529.1	99.82	3396	6	0	530853	534248	2511309	2514704	0.0	6239
NODE_1_length_938395_cov_12.042308	CP014529.1	99.79	3396	7	0	530853	534248	2124303	2127698	0.0	6233
NODE_1_length_938395_cov_12.042308	CP014529.1	94.10	4018	226	10	180313	184325	1387602	1383591	0.0	6096
NODE_1_length_938395_cov_12.042308	CP014529.1	99.83	2381	4	0	176436	178816	2282567	2284947	0.0	4375
NODE_1_length_938395_cov_12.042308	CP014529.1	98.79	2069	21	4	534254	536320	2514807	2516873	0.0	3679
NODE_1_length_938395_cov_12.042308	CP014529.1	99.94	1798	1	0	31147	32944	1617032	1615235	0.0	3315
NODE_1_length_938395_cov_12.042308	CP014529.1	100.00	1794	0	0	31150	32943	1245827	1244034	0.0	3314
NODE_1_length_938395_cov_12.042308	CP014529.1	100.00	1794	0	0	31150	32943	2098286	2100079	0.0	3314
NODE_1_length_938395_cov_12.042308	CP014529.1	99.89	1772	0	2	534254	536024	2127801	2129571	0.0	3260
NODE_1_length_938395_cov_12.042308	CP014529.1	99.94	1679	1	0	673358	675036	211398	209720	0.0	3096
NODE_1_length_938395_cov_12.042308	CP014529.1	99.94	1679	1	0	673358	675036	258652	260330	0.0	3096
NODE_1_length_938395_cov_12.042308	CP014529.1	99.94	1679	1	0	726998	728676	265037	263359	0.0	3096
NODE_1_length_938395_cov_12.042308	CP014529.1	99.94	1679	1	0	678066	679744	263359	265037	0.0	3096
NODE_1_length_938395_cov_12.042308	CP014529.1	99.94	1679	1	0	726998	728676	353073	351395	0.0	3096
NODE_1_length_938395_cov_12.042308	CP014529.1	99.36	1709	7	4	678066	679771	209720	211427	0.0	3092
NODE_1_length_938395_cov_12.042308	CP014529.1	99.36	1709	7	4	726969	728676	258625	260330	0.0	3092
NODE_1_length_938395_cov_12.042308	CP014529.1	99.76	1686	4	0	678065	679750	351394	353079	0.0	3092
NODE_1_length_938395_cov_12.042308	CP014529.1	99.88	1679	2	0	585322	587000	211398	209720	0.0	3090
NODE_1_length_938395_cov_12.042308	CP014529.1	99.88	1679	2	0	673358	675036	353073	351395	0.0	3090
NODE_1_length_938395_cov_12.042308	CP014529.1	99.70	1686	5	0	585316	587001	258646	260331	0.0	3086
NODE_1_length_938395_cov_12.042308	CP014529.1	99.82	1679	3	0	585322	587000	265037	263359	0.0	3085
NODE_1_length_938395_cov_12.042308	CP014529.1	100.00	1628	0	0	839669	841296	2686692	2688319	0.0	3007
NODE_1_length_938395_cov_12.042308	CP014529.1	100.00	1627	0	0	839669	841295	1138140	1139766	0.0	3005
NODE_1_length_938395_cov_12.042308	CP014529.1	99.87	1540	2	0	405892	407431	1417974	1419513	0.0	2833
NODE_1_length_938395_cov_12.042308	CP014529.1	99.87	1538	2	0	405893	407430	1367619	1366082	0.0	2830
NODE_1_length_938395_cov_12.042308	CP014529.1	99.87	1538	2	0	405893	407430	2217496	2215959	0.0	2830
NODE_1_length_938395_cov_12.042308	CP014529.1	100.00	1517	0	0	161447	162963	1859703	1861219	0.0	2802
NODE_1_length_938395_cov_12.042308	CP014529.1	100.00	1516	0	0	161448	162963	1656809	1655294	0.0	2800
NODE_1_length_938395_cov_12.042308	CP014529.1	100.00	1515	0	0	161449	162963	2161169	2162683	0.0	2798
NODE_1_length_938395_cov_12.042308	CP014529.1	100.00	1514	0	0	161450	162963	1336816	1335303	0.0	2796
NODE_1_length_938395_cov_12.042308	CP014529.1	100.00	1514	0	0	161450	162963	2041774	2043287	0.0	2796
NODE_1_length_938395_cov_12.042308	CP014529.1	100.00	1514	0	0	161450	162963	2517112	2518625	0.0	2796
NODE_1_length_938395_cov_12.042308	CP014529.1	99.93	1514	1	0	161450	162963	1365425	1363912	0.0	2791
NODE_1_length_938395_cov_12.042308	CP014529.1	99.80	1481	3	0	147115	148595	1250440	1248960	0.0	2719
NODE_1_length_938395_cov_12.042308	CP014529.1	100.00	1466	0	0	147116	148581	1292546	1291081	0.0	2708
NODE_1_length_938395_cov_12.042308	CP014529.1	100.00	1417	0	0	760874	762290	1080625	1079209	0.0	2617
NODE_1_length_938395_cov_12.042308	CP014529.1	99.51	1440	4	3	760867	762306	1238542	1239978	0.0	2617
NODE_1_length_938395_cov_12.042308	CP014529.1	99.65	1433	3	2	760867	762297	1413377	1414809	0.0	2617
NODE_1_length_938395_cov_12.042308	CP014529.1	100.00	1416	0	0	760875	762290	1242730	1241315	0.0	2615
NODE_1_length_938395_cov_12.042308	CP014529.1	96.39	1580	53	4	179746	181323	2286063	2287640	0.0	2599
NODE_1_length_938395_cov_12.042308	CP014529.1	99.85	1366	2	0	686571	687936	945441	944076	0.0	2512
NODE_1_length_938395_cov_12.042308	CP014529.1	95.21	1585	72	4	181928	183511	2288982	2290563	0.0	2503
NODE_1_length_938395_cov_12.042308	CP014529.1	99.78	1355	1	1	853497	854849	1239963	1241317	0.0	2484
