NODE_1_length_65486_cov_9.770185	CP014535.1	100.00	65486	0	0	1	65486	14	65499	0.0	1.209e+05
NODE_1_length_65486_cov_9.770185	CP014535.1	99.52	209	1	0	61687	61895	59199	59407	6e-106	381
NODE_1_length_65486_cov_9.770185	CP014535.1	99.52	209	1	0	59186	59394	61700	61908	6e-106	381
NODE_1_length_65486_cov_9.770185	CP014535.1	94.12	221	13	0	62128	62348	61699	61919	1e-92	337
NODE_1_length_65486_cov_9.770185	CP014535.1	94.12	221	13	0	61686	61906	62141	62361	1e-92	337
NODE_1_length_65486_cov_9.770185	CP014535.1	93.98	216	13	0	62122	62337	59192	59407	8e-90	327
NODE_1_length_65486_cov_9.770185	CP014535.1	93.98	216	13	0	59179	59394	62135	62350	8e-90	327
NODE_1_length_65486_cov_9.770185	CP014535.1	92.35	183	14	0	60733	60915	59199	59381	8e-70	261
NODE_1_length_65486_cov_9.770185	CP014535.1	92.35	183	14	0	59186	59368	60746	60928	8e-70	261
NODE_1_length_65486_cov_9.770185	CP014535.1	92.35	183	14	0	62129	62311	60746	60928	8e-70	261
NODE_1_length_65486_cov_9.770185	CP014535.1	92.35	183	14	0	60733	60915	62142	62324	8e-70	261
NODE_1_length_65486_cov_9.770185	CP014535.1	91.80	183	15	0	61687	61869	60746	60928	4e-68	255
NODE_1_length_65486_cov_9.770185	CP014535.1	91.80	183	15	0	60733	60915	61700	61882	4e-68	255
NODE_1_length_65486_cov_9.770185	CP014535.1	94.12	119	7	0	62603	62721	59410	59528	7e-46	182
NODE_1_length_65486_cov_9.770185	CP014535.1	94.12	119	7	0	59397	59515	62616	62734	7e-46	182
NODE_1_length_65486_cov_9.770185	CP014535.1	87.50	64	8	0	5182	5245	1996	1933	1e-13	75.0
NODE_1_length_65486_cov_9.770185	CP014535.1	87.50	64	8	0	1920	1983	5258	5195	1e-13	75.0
NODE_1_length_65486_cov_9.770185	CP014535.1	97.37	38	1	0	57689	57726	57636	57673	7e-11	65.8
NODE_1_length_65486_cov_9.770185	CP014535.1	97.37	38	1	0	57623	57660	57702	57739	7e-11	65.8
